(10.0, 10.0), 1.0,
(10.0, 20.0), 0.571428571428571,
(10.0, 0.0), 0.571428571428571,
(20.0, 10.0), 0.571428571428571,
(0.0, 10.0), 0.571428571428571,
(20.0, 0.0), 0.571428571428571,
(20.0, -10.0), 0.571428571428571,
(30.0, 0.0), 0.571428571428571,
(10.0, -10.0), 0.357142857142857,
(30.0, 10.0), 0.714285714285714,
(30.0, 20.0), 0.714285714285714,
(40.0, 10.0), 0.714285714285714,
(40.0, 20.0), 0.357142857142857,
(50.0, 30.0), 0.357142857142857,
(60.0, 20.0), 0.357142857142857,
(70.0, 30.0), 0.5,
(70.0, 40.0), 0.5,
(70.0, 20.0), 0.5,
(80.0, 30.0), 0.5,
(60.0, 30.0), 0.5,
(60.0, 40.0), 0.428571428571429,
(80.0, 40.0), 0.428571428571429,
(110.0, 10.0), 0.357142857142857,
(110.0, 70.0), 0.285714285714286,
(100.0, 80.0), 0.428571428571429,
(110.0, 90.0), 0.285714285714286,
(90.0, 90.0), 0.428571428571429,
(-10.0, -10.0), 0.428571428571429,
(-30.0, -10.0), 1.0,
(-30.0, 0.0), 1.0,
(-30.0, -20.0), 1.0,
(-20.0, -10.0), 1.0,
(-40.0, -10.0), 1.0,
(-40.0, 0.0), 1.0,
(-40.0, 10.0), 0.857142857142857,
(-50.0, 0.0), 0.857142857142857,
(-50.0, -10.0), 0.285714285714286,
(-20.0, 0.0), 1.0,
(-20.0, 10.0), 0.571428571428571,
(-10.0, 0.0), 0.571428571428571,
(-30.0, 10.0), 1.0,
(-30.0, 20.0), 0.5,
(40.0, 0.0), 0.428571428571429,
(0.0, 40.0), 0.285714285714286,
(30.0, 90.0), 0.285714285714286,
(50.0, 70.0), 0.285714285714286,
(40.0, 80.0), 0.428571428571429,
(-10.0, 10.0), 1.0,
(-20.0, 0.0), 0.285714285714286,
(30.0, -30.0), 0.357142857142857,
(90.0, 50.0), 0.714285714285714,
(90.0, 60.0), 0.714285714285714,
(90.0, 40.0), 0.714285714285714,
(100.0, 50.0), 0.714285714285714,
(80.0, 50.0), 0.714285714285714,
(80.0, 60.0), 0.357142857142857,
(100.0, 60.0), 0.571428571428571,
(100.0, 70.0), 0.571428571428571,
(110.0, 60.0), 0.571428571428571,
(-60.0, -20.0), 0.285714285714286,
(-80.0, -100.0), 0.285714285714286,
(-90.0, -90.0), 0.285714285714286,
(80.0, 80.0), 0.285714285714286,
(-30.0, 30.0), 1.0,
(-20.0, 40.0), 0.285714285714286,
(-30.0, 50.0), 1.0,
(-30.0, 60.0), 0.571428571428571,
(-30.0, 40.0), 0.571428571428571,
(-20.0, 50.0), 0.571428571428571,
(-40.0, 50.0), 0.571428571428571,
(-20.0, 60.0), 0.285714285714286,
(-40.0, 40.0), 1.0,
(-20.0, 20.0), 1.0,
(-40, 20), 1.0,
(-50, 10), 1.0,
(-60, 20), 1.0,
(-50, 30), 1.0,
(-40, 60), 1.0,
(-50, 50), 1.0,
(-60, 60), 1.0,
(-10, 30), 1.0,
(0, 20), 1.0,
(0, 0), 1.0,
