(-70, -100), 1.0,
(-50, -100), 1.0,
(-60, -110), 1.0,
(-60, -90), 1.0,
(-40, -110), 1.0,
(-50, -120), 1.0,
(-30, -100), 1.0,
(-40, -90), 1.0,
(-30, -120), 1.0,
(-40, -130), 1.0,
(-20, -110), 1.0,
(-10, -100), 1.0,
(-20, -90), 1.0,
(-30, -80), 1.0,
(-50, -80), 1.0,
(-40, -70), 1.0,
(-60, -70), 1.0,
(-50, -60), 1.0,
(-70, -60), 1.0,
(-60, -50), 1.0,
(-80, -50), 1.0,
(-70, -40), 1.0,
(-80, -70), 1.0,
(-70, -80), 1.0,
(-90, -60), 1.0,
(-40, -50), 1.0,
(-50, -40), 1.0,
(-60, -30), 1.0,
(-40, -30), 1.0,
(-50, -20), 1.0,
(-30, -20), 1.0,
(-40, -10), 1.0,
(-20, -30), 1.0,
(-30, -40), 1.0,
(-10, -20), 1.0,
(-20, -10), 1.0,
(0, -30), 1.0,
(-10, -40), 1.0,
(0, -10), 1.0,
(-10, 0), 1.0,
(10, 0), 1.0,
(0, 10), 1.0,
(-60, -100), 1.0,
(-50, -110), 1.0,
(-40, -100), 1.0,
(-40, -120), 1.0,
(-30, -110), 1.0,
(-20, -100), 1.0,
(-30, -90), 1.0,
(-40, -80), 1.0,
(-50, -70), 1.0,
(-60, -60), 1.0,
(-70, -50), 1.0,
(-70, -70), 1.0,
(-80, -60), 1.0,
(-50, -50), 1.0,
(-60, -40), 1.0,
(-50, -30), 1.0,
(-40, -20), 1.0,
(-30, -30), 1.0,
(-20, -20), 1.0,
(-10, -30), 1.0,
(-10, -10), 1.0,
(0, 0), 1.0,
