(-90, 20), 1.0,
(-70, 20), 1.0,
(-80, 10), 1.0,
(-80, 30), 1.0,
(-60, 30), 1.0,
(-70, 40), 1.0,
(-90, 40), 1.0,
(-80, 50), 1.0,
(-100, 30), 1.0,
(-60, 10), 1.0,
(-70, 0), 1.0,
(-50, 0), 1.0,
(-60, -10), 1.0,
(-40, 10), 1.0,
(-50, 20), 1.0,
(-40, 30), 1.0,
(-50, 40), 1.0,
(-60, 50), 1.0,
(-40, 50), 1.0,
(-50, 60), 1.0,
(-30, 40), 1.0,
(-20, 30), 1.0,
(-30, 20), 1.0,
(-10, 40), 1.0,
(-20, 50), 1.0,
(-20, 10), 1.0,
(-30, 0), 1.0,
(-10, 20), 1.0,
(0, 30), 1.0,
(0, 10), 1.0,
(-10, 0), 1.0,
(10, 0), 1.0,
(0, -10), 1.0,
(-80, 20), 1.0,
(-70, 30), 1.0,
(-80, 40), 1.0,
(-90, 30), 1.0,
(-70, 10), 1.0,
(-60, 0), 1.0,
(-50, 10), 1.0,
(-60, 20), 1.0,
(-50, 30), 1.0,
(-60, 40), 1.0,
(-50, 50), 1.0,
(-40, 40), 1.0,
(-30, 30), 1.0,
(-20, 40), 1.0,
(-40, 20), 1.0,
(-30, 10), 1.0,
(-20, 20), 1.0,
(-10, 30), 1.0,
(-10, 10), 1.0,
(0, 0), 1.0,
