(10, 60), 1.0,
(30, 60), 1.0,
(20, 50), 1.0,
(20, 70), 1.0,
(40, 50), 1.0,
(30, 40), 1.0,
(40, 70), 1.0,
(30, 80), 1.0,
(50, 60), 1.0,
(60, 50), 1.0,
(50, 40), 1.0,
(40, 30), 1.0,
(60, 30), 1.0,
(50, 20), 1.0,
(70, 40), 1.0,
(10, 40), 1.0,
(20, 30), 1.0,
(30, 20), 1.0,
(40, 10), 1.0,
(60, 10), 1.0,
(50, 0), 1.0,
(20, 10), 1.0,
(30, 0), 1.0,
(10, 0), 1.0,
(20, -10), 1.0,
(0, 10), 1.0,
(10, 20), 1.0,
(-10, 0), 1.0,
(0, -10), 1.0,
(10, -20), 1.0,
(20, 60), 1.0,
(30, 50), 1.0,
(30, 70), 1.0,
(40, 60), 1.0,
(50, 50), 1.0,
(40, 40), 1.0,
(50, 30), 1.0,
(60, 40), 1.0,
(20, 40), 1.0,
(30, 30), 1.0,
(40, 20), 1.0,
(50, 10), 1.0,
(30, 10), 1.0,
(20, 0), 1.0,
(10, 10), 1.0,
(0, 0), 1.0,
(20, 20), 1.0,
(10, -10), 1.0,
